pedido_id,cod_cliente,product_id,quantidade,dt_pedido
PED0004513,668,PR0120,6,2026-07-20
PED0004514,197,PR0011,1,2026-07-23
PED0004515,895,PR0058,5,2026-07-08
PED0004516,426,PR0043,1,2026-07-15
PED0004517,767,PR0012,5,2026-07-19
PED0004518,845,PR0027,4,2026-06-16
PED0004519,40,PR0051,6,2026-07-04
PED0004520,537,PR0110,3,2026-08-31
PED0004521,856,PR0047,5,2026-09-11
PED0004522,901,PR0106,6,2026-06-06
PED0004523,334,PR0089,2,2026-08-16
PED0004524,631,PR0099,4,2026-06-26
PED0004525,267,PR0103,3,2026-08-08
PED0004526,127,PR0086,3,2026-08-05
PED0004527,536,PR0089,5,2026-09-01
PED0004528,91,PR0019,2,2026-08-13
PED0004529,882,PR0087,1,2026-08-26
PED0004530,750,PR0006,3,2026-08-24
PED0004531,222,PR0089,5,2026-08-07
PED0004532,664,PR0079,1,2026-07-14
PED0004533,668,PR0091,3,2026-07-06
PED0004534,620,PR0078,5,2026-07-07
PED0004535,750,PR0045,3,2026-07-08
PED0004536,1000,PR0045,4,2026-07-01
PED0004537,99,PR0072,4,2026-07-03
PED0004538,795,PR0057,5,2026-07-30
PED0004539,537,PR0041,6,2026-06-29
PED0004540,392,PR0059,3,2026-07-07
PED0004541,854,PR0065,3,2026-08-14
PED0004542,421,PR0029,2,2026-07-05
PED0004543,45,PR0077,3,2026-06-12
PED0004544,7,PR0038,6,2026-06-02
PED0004545,895,PR0033,4,2026-08-20
PED0004546,88,PR0051,5,2026-09-08
PED0004547,999999,PR0013,3,2026-08-11
PED0004548,982,PR0073,5,2026-06-07
PED0004549,999999,PR0089,5,2026-07-30
PED0004550,700,PR0115,4,2026-06-29
PED0004551,667,PR0035,6,2026-07-04
PED0004552,736,PR0065,6,2026-09-05
PED0004553,190,PR_INEXISTENTE,1,2026-08-26
PED0004554,936,PR0088,2,2026-08-17
PED0004555,383,PR0075,6,2026-07-23
PED0004556,712,PR0097,3,2026-07-31
PED0004557,616,PR0103,2,2026-09-05
PED0004558,300,PR0014,5,2026-08-09
PED0004559,769,PR0043,4,2026-07-31
PED0004560,371,PR0079,1,2026-06-11
PED0004561,883,PR0066,1,2026-09-13
PED0004562,287,PR0058,5,2026-08-24
PED0004563,494,PR0021,5,2026-07-09
PED0004564,236,PR0069,3,2026-06-27
PED0004565,798,PR0089,6,2026-09-10
PED0004566,294,PR0005,1,2026-09-09
PED0004567,839,PR0071,6,2026-07-15
PED0004568,636,PR0109,1,2026-06-25
PED0004569,778,PR0069,4,2026-08-23
PED0004570,952,PR0115,6,2026-08-05
PED0004571,396,PR0043,4,2026-09-03
PED0004572,922,PR0001,5,2026-07-28
PED0004573,231,PR_INEXISTENTE,3,2026-07-28
PED0004574,962,PR0026,2,2026-06-16
PED0004575,856,PR0002,2,2026-08-03
PED0004576,636,PR0022,1,2026-07-09
PED0004577,154,PR0113,2,2026-06-22
PED0004578,815,PR0094,2,2026-08-22
PED0004579,324,PR0034,5,2026-07-07
PED0004580,882,PR0072,2,2026-06-23
PED0004581,256,PR0041,1,2026-09-09
PED0004582,779,PR0022,5,2026-09-10
PED0004583,222,PR0119,4,2026-07-22
PED0004584,43,PR0098,2,2026-07-02
PED0004585,904,PR0044,5,2026-06-17
PED0004586,968,PR0043,2,2026-08-05
PED0004587,809,PR0098,5,2026-08-04
PED0004588,30,PR0056,1,2026-08-04
PED0004589,979,PR0046,4,2026-08-20
PED0004590,809,PR0047,4,2026-07-20
PED0004591,798,PR0054,3,2026-08-11
PED0004592,855,PR0063,5,2026-08-08
PED0004593,165,PR0005,3,2026-08-23
PED0004594,503,PR0058,4,2026-08-18
PED0004595,376,PR0053,2,2026-06-04
PED0004596,557,PR0033,4,2026-08-04
PED0004597,631,PR0043,5,2026-09-11
PED0004598,811,PR0051,6,2026-07-29
PED0004599,566,PR0044,3,2026-07-26
PED0004600,490,PR0110,3,2026-08-03
PED0004601,984,PR0064,3,2026-07-29
PED0004602,5,PR0061,6,2026-07-13
PED0004603,618,PR0032,6,2026-09-13
PED0004604,415,PR0110,4,2026-06-08
PED0004605,667,PR0003,5,2026-08-25
PED0004606,616,PR0067,1,2026-06-17
PED0004607,725,PR0021,5,2026-06-22
PED0004608,882,PR0093,5,2026-08-03
PED0004609,904,PR0046,5,2026-08-06
PED0004610,781,PR0036,4,2026-09-06
PED0004611,540,PR0007,-1,2026-07-01
PED0004612,586,PR0095,4,2026-06-03
PED0004613,222,PR0048,6,2026-06-27
PED0004614,58,PR0032,2,2026-07-28
PED0004615,641,PR0102,4,2026-07-08
PED0004616,641,PR0003,3,2026-06-27
PED0004617,74,PR0057,6,2026-09-04
PED0004618,479,PR0020,6,2026-07-29
PED0004619,16,PR0016,6,2026-08-10
PED0004620,440,PR0003,2,2026-08-18
PED0004621,231,PR0023,3,2026-07-13
PED0004622,215,PR0114,-1,2026-08-17
PED0004623,412,PR0054,6,2026-09-10
PED0004624,465,PR0120,2,2026-08-16
PED0004625,557,PR0033,4,2026-07-02
PED0004626,855,PR0092,3,2026-08-21
PED0004627,515,PR0011,6,2026-06-25
PED0004628,16,PR0013,5,2026-06-08
PED0004629,419,PR0002,5,2026-07-17
PED0004630,153,PR0108,4,2026-07-24
PED0004631,446,PR0081,1,2026-07-20
PED0004632,813,PR0090,-1,2026-06-28
PED0004633,976,PR0112,1,2026-06-29
PED0004634,844,PR0040,3,2026-09-05
PED0004635,35,PR0087,3,2026-07-01
PED0004636,827,PR0061,3,2026-08-22
PED0004637,180,PR0066,6,2026-06-28
PED0004638,648,PR0080,2,2026-06-12
PED0004639,236,PR0057,4,2026-06-07
PED0004640,334,PR0003,2,2026-06-26
PED0004641,500,PR0010,6,2026-08-28
PED0004642,353,PR0061,5,2026-07-18
PED0004643,502,PR0069,3,2026-08-12
PED0004644,140,PR0088,1,2026-09-10
PED0004645,58,PR0069,1,2026-06-06
PED0004646,892,PR0023,0,2026-06-12
PED0004647,334,PR0045,3,2026-09-05
PED0004648,263,PR0054,6,2026-07-30
PED0004649,274,PR0119,-1,2026-08-04
PED0004650,621,PR0064,4,2026-07-06
PED0004651,769,PR0077,3,2026-08-26
PED0004652,731,PR0089,1,2026-08-07
PED0004653,248,PR0044,4,2026-06-28
PED0004654,899,PR0116,5,2026-08-08
PED0004655,36,PR0081,6,2026-06-01
PED0004656,597,PR0102,4,2026-06-26
PED0004657,462,PR0090,2,2026-06-22
PED0004658,996,PR0075,6,2026-08-22
PED0004659,388,PR0004,2,2026-08-17
PED0004660,35,PR0071,5,2026-06-10
PED0004661,417,PR0016,6,2026-09-04
PED0004662,930,PR0073,1,2026-08-25
PED0004663,508,PR0085,6,2026-07-16
PED0004664,407,PR0066,2,2026-06-23
PED0004665,287,PR0038,3,2026-07-15
PED0004666,626,PR0008,2,2026-08-01
PED0004667,41,PR0081,1,2026-08-06
PED0004668,878,PR0084,5,2026-07-07
PED0004669,562,PR0058,3,2026-06-11
PED0004670,703,PR0086,4,2026-08-04
PED0004671,511,PR0094,3,2026-08-14
PED0004672,222,PR0062,5,2026-06-29
PED0004673,887,PR0006,6,2026-08-07
PED0004674,593,PR0105,4,2026-07-30
PED0004675,975,PR0057,1,2026-07-23
PED0004676,725,PR0081,2,2026-06-01
PED0004677,751,PR0110,3,2026-07-03
PED0004678,395,PR0044,1,2026-07-10
PED0004679,960,PR0075,2,2026-08-27
PED0004680,989,PR0003,2,2026-08-26
PED0004681,70,PR0107,6,2026-08-31
PED0004682,836,PR0008,3,2026-07-19
PED0004683,839,PR0065,6,2026-07-05
PED0004684,401,PR0043,4,2026-07-23
PED0004685,181,PR_INEXISTENTE,4,2026-08-23
PED0004686,809,PR0056,6,2026-08-05
PED0004687,58,PR0113,5,2026-08-03
PED0004688,700,PR0021,2,2026-07-16
PED0004689,805,PR0036,2,2026-08-13
PED0004690,451,PR0023,4,2026-08-31
PED0004691,624,PR0015,1,2026-08-10
PED0004692,693,PR0028,1,2026-07-13
PED0004693,422,PR0069,1,2026-08-28
PED0004694,451,PR_INEXISTENTE,5,2026-09-07
PED0004695,620,PR0083,3,2026-08-23
PED0004696,461,PR0093,1,2026-09-01
PED0004697,309,PR0086,5,2026-06-28
PED0004698,263,PR0046,4,2026-07-15
PED0004699,449,PR0109,5,2026-06-27
PED0004700,548,PR0021,1,2026-07-09
PED0004701,736,PR0084,6,2026-08-17
PED0004702,45,PR0014,2,2026-08-11
PED0004703,699,PR0092,4,2026-06-01
PED0004704,884,PR0011,4,2026-08-19
PED0004705,233,PR0026,2,2026-06-21
PED0004706,536,PR0047,3,2026-06-20
PED0004707,371,PR0084,1,2026-07-28
PED0004708,212,PR0006,3,2026-06-26
PED0004709,904,PR0031,5,2026-09-10
PED0004710,215,PR0041,2,2026-06-16
PED0004711,357,PR0088,4,2026-06-16
PED0004712,392,PR0116,6,2026-08-19
PED0004713,583,PR0074,2,2026-07-01
PED0004714,165,PR0061,2,2026-08-15
PED0004715,503,PR0041,1,2026-08-11
PED0004716,376,PR0099,4,2026-06-20
PED0004717,820,PR0013,2,2026-07-31
PED0004718,561,PR0016,6,2026-07-27
PED0004719,181,PR0025,2,2026-06-10
PED0004720,406,PR0033,4,2026-08-20
PED0004721,511,PR0056,2,2026-08-30
PED0004722,545,PR0114,2,2026-09-08
PED0004723,980,PR0079,2,2026-06-10
PED0004724,845,PR0047,4,2026-06-19
PED0004725,30,PR0026,1,2026-08-26
PED0004726,882,PR0078,1,2026-07-02
PED0004727,263,PR0031,4,2026-08-05
PED0004728,61,PR0118,4,2026-07-07
PED0004729,345,PR0058,2,2026-06-23
PED0004730,371,PR0067,3,2026-08-05
PED0004731,307,PR0109,3,2026-06-22
PED0004732,811,PR0037,5,2026-06-15
PED0004733,841,PR0057,3,2026-07-26
PED0004734,706,PR0064,6,2026-06-21
PED0004735,121,PR0033,2,2026-06-21
PED0004736,663,PR0007,2,2026-08-21
PED0004737,699,PR0035,3,2026-07-26
PED0004738,970,PR0014,1,2026-07-27
PED0004739,597,PR0082,5,2026-06-16
PED0004740,765,PR0001,3,2026-06-17
PED0004741,906,PR0038,3,2026-07-12
PED0004742,601,PR0107,4,2026-07-11
PED0004743,54,PR0069,1,2026-07-18
PED0004744,167,PR0081,3,2026-06-15
PED0004745,479,PR0081,6,2026-09-03
PED0004746,35,PR0036,4,2026-07-09
PED0004747,514,PR0076,4,2026-08-25
PED0004748,892,PR0027,4,2026-07-13
PED0004749,679,PR0077,3,2026-07-20
PED0004750,638,PR0082,6,2026-06-12
PED0004751,395,PR0106,6,2026-08-11
PED0004752,630,PR0111,3,2026-06-07
PED0004753,960,PR0003,6,2026-08-18
PED0004754,190,PR0036,1,2026-09-01
PED0004755,296,PR0066,2,2026-07-08
PED0004756,436,PR0039,2,2026-09-02
PED0004757,449,PR0075,5,2026-08-13
PED0004758,804,PR0103,4,2026-06-01
PED0004759,287,PR0031,3,2026-06-22
PED0004760,850,PR0108,2,2026-08-07
PED0004761,781,PR0106,4,2026-08-13
PED0004762,398,PR0110,2,2026-06-10
PED0004763,699,PR0009,3,2026-08-11
PED0004764,236,PR0036,3,2026-08-25
PED0004765,227,PR0015,6,2026-06-10
PED0004766,180,PR0015,5,2026-09-01
PED0004767,350,PR0007,2,2026-07-26
PED0004768,100,PR0053,6,2026-08-04
PED0004769,898,PR0011,4,2026-06-06
PED0004770,532,PR0036,3,2026-08-04
PED0004771,863,PR0118,4,2026-07-18
PED0004772,306,PR0107,2,2026-07-10
PED0004773,998,PR0113,1,2026-08-21
PED0004774,175,PR0005,3,2026-06-27
PED0004775,256,PR0080,5,2026-06-07
PED0004776,2,PR0077,3,2026-07-23
PED0004777,948,PR0016,3,2026-08-18
PED0004778,421,PR0109,6,2026-06-15
PED0004779,519,PR0049,6,2026-09-12
PED0004780,301,PR0118,3,2026-08-10
PED0004781,376,PR0014,1,2026-09-07
PED0004782,212,PR0079,5,2026-07-20
PED0004783,36,PR0016,5,2026-06-13
PED0004784,949,PR0114,6,2026-06-19
PED0004785,88,PR0073,6,2026-07-23
PED0004786,173,PR0010,4,2026-08-01
PED0004787,260,PR0026,1,2026-08-17
PED0004788,962,PR0044,2,2026-08-23
PED0004789,809,PR0002,5,2026-08-20
PED0004790,959,PR0002,4,2026-08-01
PED0004791,387,PR0112,3,2026-06-02
PED0004792,45,PR0118,3,2026-07-26
PED0004793,650,PR0065,5,2026-08-26
PED0004794,341,PR0109,3,2026-08-29
PED0004795,641,PR0079,1,2026-08-27
PED0004796,694,PR0004,6,2026-06-02
PED0004797,281,PR0086,3,2026-07-16
PED0004798,71,PR0003,2,2026-08-04
PED0004799,345,PR0098,1,2026-06-26
PED0004800,588,PR0045,3,2026-07-14
PED0004801,984,PR0017,6,2026-06-11
PED0004802,925,PR0032,1,2026-06-21
PED0004803,638,PR0083,2,2026-06-01
PED0004804,485,PR0102,2,2026-09-11
PED0004805,225,PR0069,1,2026-08-30
PED0004806,658,PR0020,4,2026-07-13
PED0004807,435,PR0109,2,2026-06-01
PED0004808,93,PR0095,5,2026-07-06
PED0004809,225,PR0050,3,2026-07-16
PED0004810,177,PR0067,4,2026-06-18
PED0004811,876,PR0116,1,2026-08-09
PED0004812,121,PR0046,2,2026-09-13
PED0004813,990,PR0004,3,2026-08-28
PED0004814,8,PR0018,1,2026-08-29
PED0004815,216,PR0073,3,2026-08-27
PED0004816,372,PR0120,3,2026-06-08
PED0004817,771,PR0089,3,2026-07-28
PED0004818,262,PR0075,4,2026-07-30
PED0004819,657,PR0039,5,2026-06-11
PED0004820,465,PR0053,5,2026-06-16
PED0004821,540,PR0005,1,2026-07-30
PED0004822,776,PR0045,4,2026-08-15
PED0004823,672,PR0075,6,2026-06-22
PED0004824,349,PR0109,6,2026-07-21
PED0004825,388,PR0111,2,2026-06-08
PED0004826,213,PR0099,5,2026-06-12
PED0004827,921,PR0003,5,2026-07-31
PED0004828,109,PR0098,3,2026-07-29
PED0004829,932,PR0027,6,2026-08-18
PED0004830,324,PR0074,4,2026-09-04
PED0004831,922,PR0114,5,2026-06-20
PED0004832,451,PR0107,5,2026-07-06
PED0004833,999999,PR0080,5,2026-08-29
PED0004834,294,PR0036,6,2026-06-06
PED0004835,809,PR0063,6,2026-08-26
PED0004836,938,PR0085,3,2026-09-08
PED0004837,629,PR0062,4,2026-06-11
PED0004838,490,PR0049,4,2026-06-15
PED0004839,985,PR0049,6,2026-08-11
PED0004840,892,PR0072,3,2026-07-20
PED0004841,845,PR0005,2,2026-09-12
PED0004842,767,PR0120,5,2026-07-28
PED0004843,222,PR0013,6,2026-08-08
PED0004844,318,PR0119,6,2026-06-25
PED0004845,813,PR0005,1,2026-07-05
PED0004846,563,PR0062,6,2026-06-19
PED0004847,161,PR0051,5,2026-06-16
PED0004848,793,PR0069,1,2026-06-12
PED0004849,480,PR0053,1,2026-09-02
PED0004850,999999,PR0108,2,2026-06-08
PED0004851,712,PR0002,6,2026-07-25
PED0004852,593,PR0119,5,2026-07-24
PED0004853,930,PR0083,4,2026-06-06
PED0004854,858,PR0094,4,2026-08-28
PED0004855,25,PR0017,3,2026-07-23
PED0004856,703,PR0008,6,2026-06-14
PED0004857,571,PR0048,1,2026-06-14
PED0004858,318,PR0039,2,2026-08-13
PED0004859,855,PR0094,2,2026-08-05
PED0004860,70,PR0108,0,2026-07-14
PED0004861,824,PR0052,4,2026-07-13
PED0004862,77,PR0093,5,2026-06-04
PED0004863,825,PR0008,6,2026-06-04
PED0004864,648,PR0090,2,2026-07-27
PED0004865,371,PR0012,6,2026-07-09
PED0004866,896,PR0081,1,2026-06-27
PED0004867,801,PR0046,5,2026-07-10
PED0004868,58,PR0050,5,2026-08-03
PED0004869,657,PR0034,5,2026-07-01
PED0004870,806,PR0049,1,2026-07-07
PED0004871,37,PR0105,6,2026-06-30
PED0004872,31,PR0098,5,2026-08-09
PED0004873,172,PR0041,1,2026-06-06
PED0004874,500,PR0036,4,2026-09-05
PED0004875,376,PR0062,5,2026-07-29
PED0004876,694,PR0083,3,2026-06-26
PED0004877,949,PR0022,3,2026-08-19
PED0004878,317,PR0088,2,2026-09-07
PED0004879,451,PR0114,4,2026-06-07
PED0004880,461,PR0102,6,2026-06-22
PED0004881,70,PR0066,4,2026-06-16
PED0004882,476,PR0039,5,2026-06-08
PED0004883,314,PR0039,5,2026-08-17
PED0004884,215,PR0090,5,2026-06-21
PED0004885,70,PR0055,3,2026-07-11
PED0004886,509,PR0013,5,2026-08-25
PED0004887,795,PR0082,2,2026-08-04
PED0004888,419,PR0017,4,2026-08-11
PED0004889,231,PR0119,2,2026-06-11
PED0004890,664,PR0051,-1,2026-09-10
PED0004891,693,PR0042,5,2026-06-09
PED0004892,66,PR0007,4,2026-08-14
PED0004893,708,PR0021,3,2026-08-07
PED0004894,128,PR0114,4,2026-07-14
PED0004895,854,PR0065,5,2026-08-28
PED0004896,754,PR0109,2,2026-09-02
PED0004897,668,PR0115,0,2026-06-08
PED0004898,572,PR0006,2,2026-09-09
PED0004899,807,PR0046,1,2026-06-26
PED0004900,956,PR0101,5,2026-08-23
PED0004901,960,PR0060,5,2026-08-26
PED0004902,457,PR0062,3,2026-07-29
PED0004903,197,PR0069,4,2026-08-30
PED0004904,334,PR0085,5,2026-08-26
PED0004905,182,PR0113,5,2026-07-25
PED0004906,307,PR0107,6,2026-06-19
PED0004907,601,PR_INEXISTENTE,6,2026-07-16
PED0004908,548,PR0070,3,2026-09-03
PED0004909,687,PR0044,2,2026-06-22
PED0004910,30,PR0014,1,2026-09-13
PED0004911,520,PR0086,4,2026-06-20
PED0004912,965,PR0001,4,2026-08-09
PED0004913,956,PR0084,5,2026-08-07
PED0004914,804,PR0060,1,2026-06-21
PED0004915,699,PR0095,5,2026-07-20
PED0004916,684,PR0114,5,2026-06-16
PED0004917,61,PR0067,5,2026-07-09
PED0004918,317,PR0069,4,2026-09-09
PED0004919,376,PR0059,1,2026-06-06
PED0004920,500,PR0045,3,2026-08-31
PED0004921,708,PR0011,4,2026-08-11
PED0004922,274,PR0004,4,2026-08-18
PED0004923,983,PR0087,4,2026-06-30
PED0004924,514,PR0110,4,2026-09-08
PED0004925,976,PR0007,4,2026-06-27
PED0004926,941,PR0040,2,2026-07-23
PED0004927,638,PR0073,4,2026-06-04
PED0004928,921,PR0085,2,2026-09-02
PED0004929,979,PR0089,3,2026-08-13
PED0004930,805,PR0084,3,2026-06-18
PED0004931,962,PR0011,5,2026-08-09
PED0004932,153,PR0031,6,2026-06-20
PED0004933,882,PR0057,4,2026-07-17
PED0004934,862,PR0008,1,2026-07-24
PED0004935,16,PR0042,5,2026-09-06
PED0004936,994,PR0047,2,2026-07-05
PED0004937,177,PR0118,1,2026-06-02
PED0004938,426,PR0039,2,2026-07-16
PED0004939,570,PR0117,6,2026-09-06
PED0004940,769,PR0085,3,2026-08-23
PED0004941,627,PR0084,2,2026-06-07
PED0004942,960,PR0099,1,2026-06-06
PED0004943,108,PR0102,4,2026-08-19
PED0004944,407,PR0027,5,2026-08-15
PED0004945,703,PR0051,3,2026-07-29
PED0004946,781,PR0064,1,2026-06-10
PED0004947,632,PR0118,3,2026-06-30
PED0004948,711,PR0005,4,2026-08-28
PED0004949,627,PR0058,1,2026-06-15
PED0004950,262,PR0026,2,2026-06-22
PED0004951,314,PR0025,1,2026-07-18
PED0004952,588,PR0092,3,2026-08-17
PED0004953,794,PR0025,2,2026-08-26
PED0004954,632,PR0096,2,2026-08-02
PED0004955,200,PR0120,1,2026-07-22
PED0004956,484,PR0094,5,2026-07-11
PED0004957,736,PR0021,3,2026-06-05
PED0004958,698,PR0018,6,2026-06-29
PED0004959,762,PR0053,3,2026-06-23
PED0004960,725,PR0067,2,2026-06-07
PED0004961,511,PR0094,2,2026-08-18
PED0004962,60,PR0051,6,2026-07-08
PED0004963,652,PR0021,4,2026-07-24
PED0004964,306,PR0119,2,2026-06-22
PED0004965,451,PR0109,4,2026-08-02
PED0004966,632,PR0079,4,2026-06-15
PED0004967,484,PR0084,1,2026-08-11
PED0004968,326,PR0113,5,2026-08-17
PED0004969,778,PR0057,1,2026-07-03
PED0004970,896,PR0018,2,2026-06-23
PED0004971,401,PR0073,5,2026-08-21
PED0004972,25,PR0055,3,2026-06-24
PED0004973,322,PR0096,2,2026-06-19
PED0004974,740,PR0093,1,2026-07-06
PED0004975,440,PR0057,4,2026-09-10
PED0004976,96,PR0045,5,2026-07-19
PED0004977,860,PR0051,2,2026-06-28
PED0004978,941,PR0076,3,2026-07-24
PED0004979,760,PR0077,3,2026-07-07
PED0004980,817,PR0062,6,2026-08-09
PED0004981,172,PR0064,-1,2026-07-17
PED0004982,858,PR0120,2,2026-08-01
PED0004983,985,PR0031,4,2026-07-16
PED0004984,779,PR0021,6,2026-07-21
PED0004985,638,PR0096,3,2026-07-17
PED0004986,839,PR0113,1,2026-07-12
PED0004987,334,PR0074,2,2026-09-10
PED0004988,942,PR0049,4,2026-06-28
PED0004989,185,PR0042,6,2026-08-24
PED0004990,795,PR0057,2,2026-08-14
PED0004991,725,PR0007,1,2026-07-26
PED0004992,167,PR0064,2,2026-07-04
PED0004993,71,PR0033,3,2026-07-21
PED0004994,942,PR0032,1,2026-08-29
PED0004995,82,PR0068,1,2026-06-20
PED0004996,932,PR0116,4,2026-08-01
PED0004997,630,PR0025,5,2026-08-20
PED0004998,180,PR0110,2,2026-08-06
PED0004999,627,PR0063,4,2026-06-16
PED0005000,830,PR0117,4,2026-07-24
PED0005001,213,PR0046,5,2026-06-20
PED0005002,994,PR0120,6,2026-09-06
PED0005003,795,PR0080,6,2026-07-07
PED0005004,902,PR0081,2,2026-07-15
PED0005005,300,PR0068,6,2026-08-30
PED0005006,143,PR0055,1,2026-07-15
PED0005007,657,PR0064,6,2026-06-21
PED0005008,795,PR0103,1,2026-09-02
PED0005009,318,PR0096,1,2026-08-08
PED0005010,638,PR0003,1,2026-08-03
PED0005011,82,PR0084,1,2026-06-08
PED0005012,860,PR0101,3,2026-07-18
PED0005013,887,PR0090,4,2026-07-19
PED0005014,296,PR0060,5,2026-06-28
PED0005015,48,PR0041,1,2026-07-30
PED0005016,40,PR0081,2,2026-06-26
PED0005017,570,PR0080,1,2026-07-20
PED0005018,449,PR0045,1,2026-08-24
PED0005019,291,PR0049,5,2026-08-17
PED0005020,406,PR0045,4,2026-06-30
PED0005021,372,PR0006,2,2026-06-22
PED0005022,309,PR0004,2,2026-06-01
PED0005023,760,PR0010,6,2026-07-07
PED0005024,984,PR0051,4,2026-06-03
PED0005025,909,PR0062,2,2026-06-14
PED0005026,585,PR0050,6,2026-09-11
PED0005027,415,PR0115,2,2026-08-29
PED0005028,618,PR0027,2,2026-07-29
PED0005029,31,PR0048,5,2026-08-21
PED0005030,585,PR0030,4,2026-07-22
PED0005031,52,PR0036,1,2026-08-03
PED0005032,372,PR0071,5,2026-09-05
PED0005033,641,PR0038,2,2026-06-09
PED0005034,648,PR0039,5,2026-07-07
PED0005035,601,PR0081,3,2026-06-13
PED0005036,850,PR_INEXISTENTE,5,2026-08-23
PED0005037,490,PR0026,6,2026-08-26
PED0005038,632,PR0014,5,2026-08-15
PED0005039,629,PR0029,6,2026-08-03
PED0005040,646,PR0070,4,2026-07-21
PED0005041,902,PR0116,1,2026-06-03
PED0005042,652,PR0020,4,2026-08-21
PED0005043,362,PR0006,3,2026-09-02
PED0005044,996,PR0064,5,2026-09-10
PED0005045,190,PR0119,2,2026-07-06
PED0005046,546,PR0067,5,2026-06-22
PED0005047,522,PR0111,3,2026-08-08
PED0005048,689,PR0078,5,2026-06-02
PED0005049,128,PR0004,3,2026-06-07
PED0005050,434,PR0052,3,2026-08-26
PED0005051,975,PR0093,2,2026-09-09
PED0005052,817,PR0062,5,2026-07-13
PED0005053,545,PR0024,1,2026-07-24
PED0005054,349,PR0022,2,2026-07-28
PED0005055,801,PR0080,3,2026-06-15
PED0005056,271,PR0056,1,2026-06-24
PED0005057,70,PR0069,6,2026-07-02
PED0005058,570,PR0045,3,2026-08-28
PED0005059,949,PR0041,2,2026-07-17
PED0005060,35,PR0080,-1,2026-08-15
PED0005061,641,PR0001,2,2026-06-21
PED0005062,706,PR0053,4,2026-09-09
PED0005063,577,PR0045,3,2026-09-01
PED0005064,350,PR0094,2,2026-07-20
PED0005065,172,PR0088,6,2026-06-24
PED0005066,61,PR0052,4,2026-09-11
PED0005067,962,PR0032,3,2026-08-24
PED0005068,464,PR0029,4,2026-07-24
PED0005069,920,PR0026,4,2026-06-29
PED0005070,694,PR0033,1,2026-08-05
PED0005071,154,PR0092,5,2026-07-09
PED0005072,725,PR0006,2,2026-08-10
PED0005073,8,PR0004,1,2026-08-27
PED0005074,617,PR0065,4,2026-07-22
PED0005075,609,PR0027,6,2026-06-06
PED0005076,976,PR0100,-1,2026-07-30
PED0005077,1000,PR0091,2,2026-08-30
PED0005078,561,PR0093,3,2026-06-24
PED0005079,66,PR0055,4,2026-09-09
PED0005080,494,PR0053,2,2026-07-09
PED0005081,100,PR0052,5,2026-08-11
PED0005082,786,PR0024,2,2026-08-13
PED0005083,16,PR0069,2,2026-06-20
PED0005084,181,PR0104,1,2026-06-05
PED0005085,61,PR0031,5,2026-09-08
PED0005086,734,PR0007,1,2026-08-13
PED0005087,807,PR0068,5,2026-08-06
PED0005088,200,PR0048,6,2026-07-02
PED0005089,965,PR0096,1,2026-06-12
PED0005090,610,PR0103,1,2026-06-29
PED0005091,41,PR0115,6,2026-07-28
PED0005092,48,PR0048,1,2026-08-12
PED0005093,919,PR0109,3,2026-07-04
PED0005094,82,PR0015,6,2026-06-23
PED0005095,185,PR0045,1,2026-06-27
PED0005096,345,PR0032,4,2026-09-09
PED0005097,631,PR0111,3,2026-08-06
PED0005098,632,PR0073,3,2026-09-13
PED0005099,100,PR0044,6,2026-06-01
PED0005100,349,PR0019,4,2026-07-19
PED0005101,463,PR0094,2,2026-07-19
PED0005102,177,PR0079,6,2026-07-13
PED0005103,161,PR0103,4,2026-07-12
PED0005104,849,PR0053,1,2026-06-09
PED0005105,500,PR0018,3,2026-06-04
PED0005106,494,PR0041,2,2026-08-21
PED0005107,353,PR0075,4,2026-07-17
PED0005108,8,PR0029,6,2026-06-18
PED0005109,844,PR0009,1,2026-07-07
PED0005110,300,PR0099,5,2026-09-06
PED0005111,636,PR0064,6,2026-07-20
PED0005112,948,PR0048,6,2026-09-13
PED0005113,994,PR0067,4,2026-06-17
PED0005114,778,PR_INEXISTENTE,2,2026-06-13
PED0005115,462,PR0001,1,2026-07-30
PED0005116,686,PR0053,6,2026-08-11
PED0005117,449,PR0031,3,2026-09-12
PED0005118,161,PR0012,3,2026-07-19
PED0005119,423,PR0005,5,2026-06-22
PED0005120,941,PR0053,5,2026-07-27
PED0005121,697,PR0066,5,2026-07-03
PED0005122,977,PR0061,6,2026-06-19
PED0005123,172,PR0094,6,2026-06-10
PED0005124,769,PR0055,2,2026-08-15
PED0005125,996,PR_INEXISTENTE,2,2026-08-07
PED0005126,583,PR0098,2,2026-06-18
PED0005127,999999,PR0079,4,2026-07-29
PED0005128,526,PR0110,4,2026-09-01
PED0005129,694,PR0027,6,2026-08-25
PED0005130,229,PR0095,6,2026-07-18
PED0005131,260,PR0084,5,2026-06-07
PED0005132,165,PR0070,1,2026-08-06
PED0005133,108,PR0001,5,2026-07-25
PED0005134,216,PR0065,6,2026-09-05
PED0005135,253,PR0104,6,2026-07-29
PED0005136,412,PR0078,3,2026-08-17
PED0005137,58,PR0001,5,2026-07-26
PED0005138,334,PR0035,3,2026-07-27
PED0005139,976,PR0069,1,2026-07-04
PED0005140,353,PR0098,3,2026-07-13
PED0005141,667,PR0054,2,2026-07-02
PED0005142,725,PR0103,6,2026-07-19
PED0005143,353,PR0096,2,2026-09-08
